<<<<<<< HEAD
Fichero actualizado a fecha: 2014-10-19 13:52:56
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
Biblioteca Pública Municipal de Villavieja de Yeltes;;Antonia Martín Vázquez;;Plaza de la Constitución, 4;37260;Villavieja de Yeltes;1,18E+12;;923 519 005;;923 519 907;aytovillavieja@telefonica.net;;40.874648721748194#-6.4675140380859375#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801354417/DirectorioPadre
Fundación Germán Sánchez Ruipérez. Salamanca;;;C/ Peña Primera,14-16, 37002 Salamanca;C/ Peña Primera,14-16;37002;Salamanca;1,18E+12;;;;;fgsr.salamanca@fundaciongsr.es;http://www.fundaciongsr.es/salamanca/;40.96700220722087#-5.666027069091797#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1196233333152/DirectorioPadre
"Biblioteca Pública Municipal ""Torrente Ballester"" de Salamanca";;Francisco Alonso Bringas;;Paseo de los Olivos, 10-22;37005;Salamanca;1,18E+12;;923 282 069;923 282 835;;biblio@aytosalamanca.es;http://bibliotecas.aytosalamanca.es/;40.97775973412575#-5.654697418212891#88;;Salamanca;1,28E+12;1,21E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1207035232999/DirectorioPadre
Taller de Lectura del Barrio Chamberí de Salamanca;;;C/ Núñez Losada s/n. 37008 Salamanca;C/ Núñez Losada s/n;37008;Salamanca;1,18E+12;;;;;;http://bibliotecas.aytosalamanca.es/;40.95277495301265#-5.682806968688965#88;;Salamanca;1,28E+12;1,21E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1207035243704/DirectorioPadre
Biblioteca Pública Municipal de Hontanares de Eresma;;Teresa Pastor Luengo;"C/ Iglesia, s/n. Centro Cultural ""El manantial del Eresma"". 40490 Hontanares de Eresma";"C/ Iglesia, s/n. Centro Cultural ""El manantial del Eresma""";40490;Hontanares de Eresma;1,18E+12;;921 491 100, 921 491 103;921 491 103;;bibliohontanares@gmail.com;;40.98317023669511#-4.202817678451538#94;;Segovia;1,28E+12;1,24E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1239801019424/DirectorioPadre
Biblioteca Pública Municipal de Gomayo;;Mª Paz de Miguel Gómez;Centro Cívico. Urbanización Las Camaretas. 42190 Golmayo;Centro Cívico. Urbanización Las Camaretas;42190;Golmayo;1,18E+12;;975 249 139;;;bpm.golmayo@gmail.com;;41.77443225491748#-2.501835823059082#94;;Soria;1,28E+12;1,28E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284145906091/DirectorioPadre
Biblioteca Pública Municipal de Nava del Rey;;Inmaculada Martín Rodríguez;;C/ Hospital;47500;Nava del Rey;1,18E+12;;983 850 691;;;;;41.329453283914454#-5.082721710205078#88;;Valladolid;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641917948/DirectorioPadre
Biblioteca Pública Municipal de Pedrajas de San Esteban;;Julio César González Arratia;C/ Pinar, 1. 47430 Pedrajas de San Esteban (Valladolid);C/ Pinar, 1;47430;Pedrajas de San Esteban;1,18E+12;;983 625 013;;;cultura@pedrajas.org;;41.3370904443046#-4.582500457763672#88;;Valladolid;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641919689/DirectorioPadre
"Biblioteca Pública Municipal ""Blas Pajarero""";;Carmen Lourdes López del Amo;Centro Cívico Delicias, Pº de Juan Carlos I, 20. 47013 Valladolid;Centro Cívico Delicias, Pº de Juan Carlos I, 20;47013;Valladolid;1,18E+12;;983 130 555;;;bmbp@ava.es;;41.637063539200525#-4.718284606933594#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202286545838/DirectorioPadre
"Biblioteca Pública Municipal ""Santiago de los Mozos"". Centro Cívico Parquesol";;;;C/ Eusebio González Suárez, 69;47014;Valladolid;1,18E+12;;983 132 018;;;bmsm@ava.es;;41.63366365063957#-4.760942459106445#76;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1202286549517/DirectorioPadre
Punto de Préstamo Barrio de San Juan. Valladolid;;;;Centro Cívico Bailarín Vicente Escudero. C/ Travesía de Verbena, 1;47005;Valladolid;1,18E+12;;983 130 438;;;ccbve@ava.es;;41.652713542916#-4.715967178344727#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202286699847/DirectorioPadre
Punto de Préstamo Barrio Belén. Valladolid;;;;C/ Plaza de las Nieves, 14;47011;Valladolid;1,18E+12;;983 266 390;;;;;41.658966067496216#-4.706783294677734#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202286707970/DirectorioPadre
Biblioteca Histórica de Santa Cruz. Valladolid;;Pilar Rodríguez Marín;Plaza de Santa Cruz, 8. 47002 Valladolid;Plaza de Santa Cruz, 8;47002;Valladolid;1,18E+12;;983 184 271;983 423 234;;biblioteca.historica@uva.es;http://www.bhsc.uva.es/;41.65148701496365#-4.720194339752197#106;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287835560/DirectorioPadre
Biblioteca del Centro Asociado de la UNED en Zamora;;Juan Andrés Blanco;C/ San Torcuato, 43. Colegio Universitario. 49014 Zamora;C/ San Torcuato, 43. Colegio Universitario;49014;Zamora;1,18E+12;;980 528 399;980 512 181;;biblioteca@zamora.uned.es;http://www.uned.es/ca-zamora;41.507621201682404#-5.743719935417175#94;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1197282411668/DirectorioPadre
Biblioteca Pública Municipal. Centro Cultural de Alcañices;"Biblioteca Pública Municipal. Centro Cultural ""San Francisco"" de Alcañices";Yolanda Cerezal Gallego;;C/ San Francisco, 30;49500;Alcañices;1,18E+12;;980 680 368 (Btca.), 980 680 001 (Ayto.);;980 680 236 (Ayto.);BPM.ALCAN@gmail.com;;41.69957665997156#-6.346235275268555#88;;Zamora;1,28E+12;1,20E+12;20140825;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1203344029986/DirectorioPadre
Biblioteca Pública Municipal de Bermillo de Sayago;Biblioteca Pública Municipal de Bermillo de Sayago;Argentina Laguna Álvarez;C/ Las Castañas, s/n (edificio antigua cárcel). 49200 Bermillo de Sayago (Zamora);C/ Las Castañas, s/n (edificio antigua cárcel);49200;Bermillo de Sayago;1,18E+12;;980 610 007 (Ayto.);;980 610 326 (Ayto.);BPM.BERMI@gmail.com;;41.36659948983986#-6.110415458679199#88;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344045480/DirectorioPadre
Biblioteca Pública Municipal de Morales de Toro;Biblioteca Pública Municipal de Morales de Toro;;;Plaza la Paz, s/n;49810;Morales de Toro;1,18E+12;;980 698 003 (Ayto.), 980 695 060 (Ayto.);;980 698 003 (Ayto.);BPM.MTORO@gmail.com;;41.5369484333286#-5.308327674865723#88;;Zamora;1,28E+12;1,20E+12;20140825;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1203344053793/DirectorioPadre
Biblioteca Pública Municipal de Santibáñez de Vidriales;Biblioteca Pública Municipal de Santibáñez de Vidriales;Teresa Bailez Alonso;C/ Mayor, 27. 49610 Santibáñez de Vidriales (Zamora);C/ Mayor, 27;49610;Santibáñez de Vidriales;1,18E+12;;980 648 186 (Ayto.);;980 648 339 (Ayto.);BPM.SANTV@gmail.com;;42.074017082142134#-6.01475715637207#88;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344082834/DirectorioPadre
Biblioteca Pública Municipal de Tábara;"Biblioteca Pública Municipal de Tábara ""Alicia Casado""";Raquel Herrera Arroyo;C/ Abrazamozas, s/n. 49140 Tábara (Zamora);Calle Abrazamozas, s/n;49140;Tábara;1,18E+12;;980 590 229;;;BPM.TABARA@gmail.com;;41.825667973587926#-5.9607696533203125#88;;Zamora;1,28E+12;1,28E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1284225298521/DirectorioPadre
Biblioteca Pública Municipal de Coca;;Sara López González;Plaza Mayor, 1 bajo. 40480 Coca;Plaza Mayor, 1 bajo;40480;Coca;1,18E+12;;;;;coca@siacajasegovia.com;;41.21842017249852#-4.5224833488464355#94;;Segovia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909670724/DirectorioPadre
Biblioteca Pública Municipal de Arévalo;;Agustín García Vargas;C/ Alhóndiga, s/n 05200 Arévalo;C/ Alhóndiga, s/n;5200;Arévalo;1,18E+12;;920 300 770;;;puntoinformacionjuvenil@gmail.com;;41.06516027571446#-4.719212651252747#112;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1192514469861/DirectorioPadre
Biblioteca Pública Municipal de El Hoyo de Pinares;Biblioteca Pública Municipal de Hoyo de Pinares;Jesús Fernández Fernández;C/ Apolinar Estevez, 28. 05250 El Hoyo de Pinares;C/ Apolinar Estevez, 28;5250;Hoyo de Pinares (El);1,18E+12;;918 638 808;;;chuchibiblioteca@hotmail.com;;40.50118379813788#-4.424797296524048#112;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193120402937/DirectorioPadre
Biblioteca Pública Municipal de Piedralaves;;Verónica García Pérez;;Plaza Agapito Eloy Lefler, 2;5440;Piedralaves;1,18E+12;;918 665 672;;;biblio_piedralaves@hotmail.com;;40.31807840421396#-4.699112176895142#106;;Ávila;1,28E+12;1,19E+12;20140912;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1193120404419/DirectorioPadre
Biblioteca Pública Municipal de Ávila;"Biblioteca ""Posada de la Feria""";Nuria Hernández Camarero;Plaza de la Feria, 2. 05002 Ávila;Plaza de la Feria, 2;5002;Ávila;1,18E+12;;920 354 000 Ext. 805;;;posada@ayuntavila.com;http://www.avila.es/areas-destacadas/bibliotecas-municipales;40.651410232749015#-4.699997305870056#106;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193641946056/DirectorioPadre
Biblioteca Pública Municipal de Lerma;Biblioteca Pública Municipal de Lerma;Arancha Serna Moneo;;C/ Barco, 13;9340;Lerma;1,18E+12;;947 170 175;;;biblioteca@aytolerma.com;;42.02663073482262#-3.7569808959960937#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1193292153778/DirectorioPadre
Biblioteca Pública Municipal de Pradoluengo;;Juan José Martín García;;Plaza Clemente Zaldo, 12;9260;Pradoluengo;1,18E+12;;947 586 017;;;biblioprado@yahoo.es;http://pradoluengo.burgos.es/turismo-y-ocio/bibliotecas;42.32422217150224#-3.199639320373535#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1193378559315/DirectorioPadre
Biblioteca Pública Municipal del Teatro Principal de Burgos;;Juan Carlos Pérez Manrique;;C/ Paseo del Espolón, s/n;9003;Burgos;1,18E+12;;947 288 873;;;biblioteca@aytoburgos.es;http://www.aytoburgos.es/biblioteca;42.34138538637749#-3.7005043029785156#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1193471127439/DirectorioPadre
Biblioteca del Centro Asociado de la UNED en Burgos;;;Avda. Cantabria, s/n. 09006 Burgos;Avda. Cantabria, s/n;9006;Burgos;1,18E+12;;947 244 005;;;ecolomaordax@burgos.uned.es;http://www.uned.es/ca-burgos/biblioteca.html;42.351884045719615#-3.689260482788086#82;;Burgos;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1202288127996/DirectorioPadre
Biblioteca del Monasterio de San Pedro de Cardeña;;;;Monaterio de San Pedro de Cardeña (Castrillo del Val);9193;Castrillo del Val;1,18E+12;;947 290 033;947 290 075;;;;42.31356022009682#-3.5857486724853515#82;;Burgos;1,28E+12;1,20E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1202289415632/DirectorioPadre
Biblioteca Pública Municipal Miguel de Cervantes de Burgos;;Juan Carlos Pérez Manrique;;C/ Serramagna, 10;9003;Burgos;1,18E+12;;947 288 893;;;biblioteca@aytoburgos.es;http://www.aytoburgos.es/biblioteca;42.34322515730961#-3.717327117919922#88;;Burgos;1,28E+12;1,28E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284223903619/DirectorioPadre
"Biblioteca Pública Municipal ""Antonio Gamoneda"" de La Pola de Gordón";"Biblioteca Pública Municipal ""Antonio Gamoneda"" de La Pola de Gordón";Josefina Ajenjo Rodríguez;Avda. Cardenal Aguirre, 35;Avda. Cardenal Aguirre, 35;24600;Pola de Gordón (La);1,18E+12;;987 588 324, 987 588 003 Ayto.;987 588 132 Ayto.;;bibliotecapola@hotmail.com;;42.85416569268233#-5.670468807220459#100;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1192620424811/DirectorioPadre
Biblioteca Pública Municipal de Astorga;Biblioteca Pública Municipal de Astorga;Esperanza Marcos de Paz;C/ Luis Braille, s/n;C/ Luis Braille, s/n;24700;Astorga;1,18E+12;;987 618 690, 987 616 838 Ayto.;987 619 299 Ayto.;;biblioteca@ayuntamientodeastorga.com;;42.45359600320348#-6.052147150039673#106;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194418732336/DirectorioPadre
Biblioteca Pública Municipal de Valderas;Biblioteca Pública Municipal de Valderas;Víctor Velado Cambero;C/ Calvo Sotelo, s/n. 24220 Valderas (León);C/ Calvo Sotelo, s/n;24220;Valderas;1,18E+12;;987 763 159, 987 762 001 (Ayto.);987 763 175;;;;42.07808645257069#-5.442620515823364#100;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194505230189/DirectorioPadre
Biblioteca Pública Municipal de Valdepolo;Biblioteca Pública Municipal de Valdepolo;Sandra Prado Puente;C/ Carretera, s/n. 24930 Valdepolo (León);C/ Carretera, s/n;24930;Valdepolo;1,18E+12;;987 337 167, 987 337 203 (Ayto.);;;;;42.57635938945676#-5.225479602813721#100;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194528356154/DirectorioPadre
"Biblioteca Pública Municipal ""Cronista Luis Pastrana"" de León";"Biblioteca Pública Municipal ""Cronista Luis Pastrana"" de León";María Dolores Martínez Combó;Avda. de la Magdalena, 1. 24009 León;Avda. de la Magdalena, 1;24009;León;1,18E+12;;987 276 997, 987 276 998 (Ayto.);987 276 996;;mariadolores.martinez@aytoleon.com;;42.60045113893774#-5.586354732513428#94;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194528358868/DirectorioPadre
Biblioteca Pública Municipal de Carracedelo;Biblioteca Pública Municipal de Carracedelo;Maria Cruz Miguel Álvarez;Plaza del Ayuntamiento, 1. 24549 Carracedelo (León);Plaza del Ayuntamiento, 1;24549;Carracedelo;1,18E+12;;987 562 659, 987 562 610 (Ayto.);;;aytocarracedelo@terra.es;;42.55602819099177#-6.732516288757324#100;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194937148058/DirectorioPadre
Biblioteca Pública Municipal de Quintanilla de Sollamas;"Biblioteca Pública Municipal ""Llamas de la Ribera"" de Quintanilla de Sollamas";Mercedes Pérez Fernández;C/ Real, s/n. 24271 Quintanilla de Sollamas (León);C/ Real, s/n;24271;Llamas de la Ribera;1,18E+12;;987 362 404, 987 362 013 (Ayto.);;;aytollamas@forum.com, casaculturaquintanilla@yahoo.es;;42.60582114480659#-5.819942951202393#94;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194937148796/DirectorioPadre
Biblioteca Azcárate. León;Biblioteca Azcárate de la Fundación Sierra Pambley. León;;C/ Sierra Pambley, 2. 24003 León;C/ Sierra Pambley, 2;24003;León;1,18E+12;;987 229 369;;;biblioteca1@sierrapambley.org;http://www.sierrapambley.org/biblioteca-azcarate/;42.5992744140655#-5.56781530380249#100;;León;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1201083669562/DirectorioPadre
Biblioteca Pública Municipal de Armunia;Biblioteca Pública Municipal de Armunia;;San Juan Bosco, 33. 24009 León;San Juan Bosco, 33;24009;León;1,18E+12;;987 218 760, 987 276 998 (Ayto.);;;;;42.57599596720626#-5.588779449462891#94;;León;1,28E+12;1,21E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1213708662866/DirectorioPadre
Biblioteca Pública de León;;;;C/ Santa Nonia, 5;24003;León;1,18E+12;;987 206 710;;987 203 025;bpleon@jcyl.es;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla66y33/1284212879528/_/_/_;42.59542818513674#-5.571860074996948#100;;León;1,28E+12;1,28E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284248875439/DirectorioPadre
Biblioteca Pública Municipal de Astudillo;;Luis Ángel Celada Villandiego;;C/ Juan de Tapia, s/n;34450;Astudillo;1,18E+12;;979 822 033;;;registro@astudillo.es;;42.19315495240491#-4.296244382858276#100;;Palencia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1194332695389/DirectorioPadre
"Biblioteca Pública Municipal ""Fray Miguel de Benavides"" de Carrión de los Condes (Palencia)";;María Ángeles Castrillo Martínez;;Pza. Condes de Carrión s/n;34120;Carrión de los Condes;1,18E+12;;979 880 631;;;bibliocarrion@yahoo.es;http://www.bibliotecaspublicas.info/bpcyl/info/detalle_biblioteca?c_biblioteca_id=94&contenedor=contenedor_popup;42.337396387789504#-4.604537487030029#106;;Palencia;1,28E+12;1,19E+12;20140515;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1194332703050/DirectorioPadre
Biblioteca Pública Municipal de Frómista;;Soraya Plaza Aparicio;C/ Las Francesas, s/n. 34440 Frómista;C/ Las Francesas, s/n;34440;Frómista;1,18E+12;;979 810 502;;;turismo@fromista@com;;42.267575740759376#-4.409090280532837#100;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196631628/DirectorioPadre
Biblioteca Pública Municipal de Saldaña;;Pilar Montes Maldonado;Avda. José Quintana, s/n. 34100 Saldaña;Avda. José Quintana, s/n;34100;Saldaña;1,18E+12;;979 891 134;;;biblioteca@saldania.com;;42.52405222281225#-4.7348713874816894#94;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196674553/DirectorioPadre
Biblioteca Pública Municipal de Villada;;Katia Ayerza Sanzo;Plaza Mayor, s/n. 34340 Villada;Plaza Mayor, s/n;34340;Villada;1,18E+12;;;;;bibliovi@hotmail.hotmail.com;;42.250860950068564#-4.966925382614136#106;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196692731/DirectorioPadre
Centro de Documentación del Arte Románico;;;Monasterio de Santa María la Real, 34800 Aguilar de Campoo, Palencia;Monasterio de Santa María la Real;34800;Aguilar de Campoo;1,18E+12;;979 125 000;;;info@santamarialareal.org;http://www.romanicodigital.com/centro-documentacion-arte-romanico.aspx;42.79574704878071#-4.272222518920898#94;;Palencia;1,28E+12;1,28E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224801374/DirectorioPadre
Biblioteca Pública Municipal de Fuenteguinaldo;Biblioteca Pública Municipal de Fuenteguinaldo;Tomi Sánchez Carreño;Plaza de la Constitución, 1. 37540 Fuenteguinaldo (Salamanca);Plaza de la Constitución, 1;37540;Fuenteguinaldo;1,18E+12;;923 471 000;;923 471 001;tomibibli@hotmail.com;;40.44786150194002#-6.747751235961914#82;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195686970803/DirectorioPadre
